uid,GeneRawName,SuperClass,Class,Family,SubFamily,EnsemblID
2.3.3.67.8,ZNF546,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF283-like,ENSMUSG00000051034
2.3.3.67.9,"ZNF780A (znf780ab, znf780ab1, znf780ab2)",Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF283-like,"ENSMUSG00000020420,ENSMUSG00000057093"
2.3.3.67.10,ZNF780B,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF283-like,ENSMUSG00000063047
2.3.3.68.1,ZNF81,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF81-like,
2.3.3.68.2,ZNF175,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF81-like,ENSMUSG00000012640
2.3.3.68.3,"ZNF41 (znf41ortholog1, znf41ortholog2, znf41ortholog3, znf41ortholog4)",Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF81-like,
2.3.3.68.4,ZNF484,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF81-like,
2.3.3.68.5,"ZNF585B znf585ortholog1, znf585ortholog2, znf585ortholog3, znf585ortholog4, znf585ortholog5, znf585ortholog6, znf585ortholog7, znf585ortholog8, znf585ortholog9, znf585ortholog10, znf585ortholog11, znf585ortholog12, znf585ortholog13, znf585ortholog14, znf585ortholog15, znf585ortholog16, znf585ortholog17, znf585ortholog18, znf585ortholog19, znf585ortholog, znf585ortholog1, znf585ortholog2, znf585ortholog3, znf585ortholog4, znf585ortholog5, znf585ortholog6, znf585ortholog7, znf585ortholog8, znf585ortholog9, znf585ortholog10, znf585ortholog11, znf585ortholog12, znf585ortholog13, znf585ortholog14, znf585ortholog15, znf585ortholog16, znf585ortholog17, znf585ortholog18, znf585ortholog19, ZNF5851, ZNF5852)",Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF81-like,
2.3.3.68.6,ZNF585A,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF81-like,ENSMUSG00000062040
2.3.3.69.1,ZNF25,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF25-like,ENSMUSG00000072623
2.3.3.69.2,ZNF157,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF25-like,
2.3.3.69.3,ZFP37,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF25-like,ENSMUSG00000028389
2.3.3.69.4,ZNF567,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF25-like,ENSMUSG00000031079
2.3.3.69.5,ZNF782,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF25-like,
2.3.3.69.6,"ZNF33A (znf33, znf33ortholog, znf33ortholog1, znf33ortholog2)",Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF25-like,
2.3.3.69.7,ZNF33B,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF25-like,
2.3.3.70.1,ZNF26,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF26-like,
2.3.3.70.2,ZNF268 (znf268ortholog),Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF26-like,ENSMUSG00000078502
2.3.3.71.1,ZNF300,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF300-like,
2.3.3.71.2,ZNF605,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF300-like,ENSMUSG00000023284
2.3.3.72.1,"ZNF813 (znf8138451, znf8138452)",Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF813-like,
2.3.3.72.2,ZNF860,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF813-like,
2.3.3.72.3,ZNF611,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF813-like,
2.3.3.72.4,ZNF600,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF813-like,
2.3.3.72.5,ZNF808,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF813-like,
2.3.3.72.7,"ZNF845 (znf845ortholog, znf845ortholog1, znf845ortholog2, znf845ortholog3, znf845ortholog4, znf845ortholog5, znf845ortholog6, znf845ortholog7)",Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF813-like,
2.3.3.73.1,ZNF816 (ZNF816A),Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF816A-like,
2.3.3.73.2,ZNF28,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF816A-like,
2.3.3.74.1,ZNF442,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF442-like,"ENSMUSG00000078886,ENSMUSG00000078897,ENSMUSG00000078887,ENSMUSG00000078878,ENSMUSG00000078880,ENSMUSG00000095362,ENSMUSG00000078862,ENSMUSG00000078903,ENSMUSG00000078868,ENSMUSG00000078881,ENSMUSG00000089756,ENSMUSG00000095199,ENSMUSG00000078866,ENSMUSG00000074519"
2.3.3.74.2,ZNF823,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF442-like,
2.3.3.74.3,ZNF44,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF442-like,
2.3.3.74.4,ZNF799,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF442-like,ENSMUSG00000095253
2.3.3.74.5,ZNF443,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF442-like,ENSMUSG00000056019
2.3.3.75.1,ZNF432,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF432-like,
2.3.3.75.2,"ZNF615 (znf615ortholog1, znf615ortholog2, znf615ortholog3, znf615ortholog4, znf615ortholog5)",Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF432-like,
2.3.3.76.1,ZNF665 (znf665ortholog),Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF665-like,ENSMUSG00000067942
2.3.3.76.2,ZNF160 (ZNF160ortholog),Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF665-like,
2.3.3.76.3,ZNF347,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF665-like,
2.3.3.77.1,ZNF595,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF595-like,ENSMUSG00000057842
2.3.3.77.2,ZNF721,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF595-like,
2.3.3.78.1,ZNF14,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF14-like,"ENSMUSG00000056019,ENSMUSG00000069727,ENSMUSG00000074158"
2.3.3.78.2,ZNF709,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF14-like,
2.3.3.79.1,ZNF841 (znf841ortholog),Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF841-like,
2.3.3.79.2,ZNF836,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF841-like,
2.3.3.79.3,ZNF616,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF841-like,"ENSMUSG00000078502,ENSMUSG00000067919,ENSMUSG00000062518,ENSMUSG00000066007,ENSMUSG00000066000,ENSMUSG00000058186,ENSMUSG00000056300,ENSMUSG00000078495,ENSMUSG00000065999,ENSMUSG00000066009,ENSMUSG00000067916,ENSMUSG00000070605"
2.3.3.80.1,ZNF99,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF99-like,
2.3.3.80.2,ZNF729,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF99-like,"ENSMUSG00000021510,ENSMUSG00000058093,ENSMUSG00000048280,ENSMUSG00000054648"
2.3.3.0.1,ZFP161,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000049672
2.3.3.0.10,ZNF781,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.11,ZNF114,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.12,ZNF589,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.13,ZNF22,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000059878
2.3.3.0.14,ZNF713,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.15,ZSCAN16,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.20,ZNF18,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000018347
2.3.3.0.21,WT1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000016458
2.3.3.0.23,PRDM6,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000069378
2.3.3.0.24,ZNF444,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000044876
2.3.3.0.25,ZNF641,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000022987
2.3.3.0.26,ZNF746,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000057691
2.3.3.0.27,ZIM2,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000108113
2.3.3.0.31,ZNF655,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000007812
2.3.3.0.32,ZNF165,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.34,ZNF131,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000094870
2.3.3.0.35,PRDM14,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000042414
2.3.3.0.37,ZNF575,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000066721
2.3.3.0.38,ZBTB49,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000029127
2.3.3.0.39,ZNF691,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000045268
2.3.3.0.43,ZSCAN30,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,"ENSMUSG00000033961,ENSMUSG00000024274"
2.3.3.0.45,ZNF80,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.46,ZNF514,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.47,ZSCAN21,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000037017
2.3.3.0.54,MYNN,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000037730
2.3.3.0.55,ZBTB24,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000019826
2.3.3.0.57,ZFP92,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000031374
2.3.3.0.58,ZNF205,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000062012
2.3.3.0.59,ZNF837,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.67,ZNF584,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.68,ZNF684,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.69,ZNF187,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000022228
2.3.3.0.70,ZSCAN22,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,"ENSMUSG00000060397,ENSMUSG00000054715"
2.3.3.0.71,ZNF550,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.78,ZNF696,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.79,ZNF263,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000022529
2.3.3.0.80,ZNF556,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.81,ZNF192,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000063894
2.3.3.0.82,ZNF391,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.83,ZNF239,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000042097
2.3.3.0.91,ZNF660,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.92,GZF1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000027439
2.3.3.0.93,ZNF408,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,"ENSMUSG00000075040,ENSMUSG00000049577"
2.3.3.0.94,ZNF648,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000066797
2.3.3.0.95,ZNF768,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000047371
2.3.3.0.100,ZNF35,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000057895
2.3.3.0.101,ZNF483,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000038630
2.3.3.0.102,ZBTB48,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000028952
2.3.3.0.103,ZNF275,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000031365
2.3.3.0.104,ZIM3,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000108043
2.3.3.0.106,ZNF596,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.111,ZNF718,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.112,ZNF121,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.113,ZNF485,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.114,ZNF354C,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000044807
2.3.3.0.115,ZNF586,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.118,ZNF10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.119,ZNF19,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.123,ZBTB40,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000060862
2.3.3.0.124,ZBTB11,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000022601
2.3.3.0.125,ZNF454,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000048728
2.3.3.0.126,ZNF154,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.127,ZNF416,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000034538
2.3.3.0.130,ZNF34,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.136,ZNF320,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.142,ZNF331,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.148,ZNF329,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,"ENSMUSG00000057894,ENSMUSG00000099689"
2.3.3.0.149,ZFP90,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000031907
2.3.3.0.150,ZNF317,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000057551
2.3.3.0.159,ZNF167,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,"ENSMUSG00000111063,ENSMUSG00000063488"
2.3.3.0.160,ZNF250,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000054967
2.3.3.0.161,ZNF623,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000050846
2.3.3.0.162,ZFP3,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000043602
2.3.3.0.165,ZNF266,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000060510
2.3.3.0.166,ZNF311,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.173,ZNF880,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.174,ZNF287,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000005267
2.3.3.0.180,ZNF549,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.183,ZNF676,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000030446
2.3.3.0.186,ZNF267,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000033883
2.3.3.0.191,ZNF471,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000055150
2.3.3.0.192,ZFP28,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,"ENSMUSG00000062861,ENSMUSG00000096433"
2.3.3.0.193,ZNF182,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,"ENSMUSG00000054737,ENSMUSG00000052763"
2.3.3.0.195,PRDM5,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000029913
2.3.3.0.196,RBAK,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000061898
2.3.3.0.197,ZNF189,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000039634
